Term	Category
capsize	Negativ
eliminate	Negativ
rot	Negativ
perish	Negativ
crude	Negativ
let	Negativ
reject	Negativ
interrupt	Negativ
point	Negativ
merciless	Negativ
pompous	Negativ
counteraction	Negativ
recoil	Negativ
curtail	Negativ
pollute	Legal
ruthless	Negativ
restriction	Legal
confine	Negativ
falter	Negativ
pretend	Negativ
dominate	Negativ
contradictory	Negativ
pretense	Negativ
blurt	Negativ
loner	Negativ
credulous	Negativ
epithet	Negativ
dissatisfy	Negativ
agitator	Negativ
abyss	Negativ
overrun	Negativ
drought	Negativ
adulterate	Negativ
battlefield	Negativ
molest	Negativ
vexing	Negativ
charge	Econ@
intrude	Negativ
ambiguity	Negativ
cumbersome	Negativ
condemn	Negativ
drag	Negativ
confession	Negativ
coward	Negativ
smother	Negativ
startle	Negativ
prosecution	Legal
bit	Negativ
erase	Negativ
oppress	Negativ
blunt	Negativ
goddamn	Negativ
lurk	Negativ
complicate	Negativ
avoidance	Negativ
interfere	Negativ
imprison	Legal
incessant	Negativ
taboo	Negativ
procrastinate	Negativ
betrayal	Negativ
overflow	Negativ
rival	Negativ
obliterate	Negativ
antagonist	Negativ
sequester	Legal
get	Negativ
procrastination	Negativ
bloody	Negativ
fleeting	Negativ
bland	Negativ
dictate	Polit@
secret	Negativ
twitch	Negativ
slanderer	Negativ
obsolete	Negativ
explosion	Negativ
need	Negativ
tramp	Negativ
admonition	Negativ
irregular	Negativ
treason	Polit@
truant	Legal
wane	Negativ
guerrilla	Milit
subjugation	Negativ
needy	Negativ
dependent	Negativ
recession	Econ@
plot	Negativ
confess	Negativ
corrosion	Negativ
propaganda	Polit@
suspension	Negativ
ride	Negativ
witchcraft	Negativ
venomous	Negativ
fat	Negativ
negate	Negativ
invisible	Negativ
limp	Negativ
dishonest	Negativ
insolence	Negativ
liquidate	Econ@
rip	Negativ
gunmen	Negativ
feint	Negativ
patronize	Negativ
scandalous	Negativ
belie	Negativ
bolt	Negativ
croak	Negativ
wilt	Negativ
amputate	Negativ
oppression	Negativ
nuts	Negativ
fled	Negativ
indeterminate	Negativ
starve	Negativ
disguise	Negativ
sarcastic	Negativ
drive	Negativ
blackmail	Econ@
erroneous	Negativ
uncivil	Negativ
devastate	Negativ
distort	Negativ
abrupt	Negativ
ultimatum	Negativ
fake	Negativ
straggle	Negativ
aggrieve	Negativ
lose	Negativ
curse	Negativ
flounder	Negativ
disrupt	Negativ
unlawful	Legal
seize	Negativ
hunt	Negativ
robber	Legal
expose	Negativ
mishandle	Negativ
ridicule	Negativ
tariff	Econ@
wreck	Negativ
pry	Negativ
differ	Negativ
excess	Negativ
suspect	Legal
ferocity	Negativ
undermine	Negativ
fabricate	Negativ
root	Negativ
combat	Polit@
overworked	Negativ
distracting	Negativ
snatch	Negativ
collusion	Negativ
suppression	Negativ
degrade	Negativ
stamp	Econ@
absence	Negativ
treasonous	Polit@
rebellion	Milit
dent	Negativ
segregation	Negativ
terrorize	Negativ
unobserved	Negativ
derogatory	Negativ
oppose	Negativ
fraud	Negativ
brandish	Negativ
crumble	Negativ
neglect	Negativ
disposal	Negativ
untruth	Negativ
fragile	Negativ
repeal	Legal
wrath	Negativ
paltry	Negativ
liar	Negativ
scandal	Negativ
volatile	Negativ
regress	Negativ
insult	Negativ
slap	Negativ
weed	Negativ
turn	Negativ
horde	Negativ
crawl	Negativ
fret	Negativ
poison	Negativ
competition	Negativ
stole	Legal
extinct	Negativ
isolate	Negativ
struck	Negativ
nightmare	Negativ
sunder	Negativ
pick	Negativ
mine	Econ@
grapple	Negativ
punish	Negativ
ravage	Negativ
embarrass	Negativ
bereft	Negativ
intrusion	Negativ
injunction	Legal
clique	Negativ
hollow	Negativ
constraint	Negativ
punch	Negativ
alarm	Negativ
nasty	Negativ
tamper	Negativ
endanger	Negativ
infuriate	Negativ
shortage	Negativ
subjection	Negativ
choke	Negativ
slander	Negativ
belittle	Negativ
turbulent	Negativ
fidget	Negativ
battle	Milit
aimless	Negativ
destroy	Negativ
stubbornness	Negativ
fumble	Negativ
block	Negativ
treachery	Negativ
revert	Negativ
autocrat	Polit@
unsteadiness	Negativ
cheapen	Negativ
untrained	Negativ
confront	Negativ
sank	Negativ
sleepless	Negativ
fool	Negativ
unhealthy	Negativ
boot	Negativ
miser	Econ@
vagrant	Econ@
ostracize	Negativ
viper	Negativ
interruption	Negativ
corrosive	Negativ
thief	Legal
inundated	Negativ
contrary	Negativ
exterminate	Negativ
default	Econ@
indulge	Negativ
barren	Negativ
scapegoat	Negativ
reactionary	Polit@
betray	Negativ
infest	Negativ
intoxicate	Negativ
boisterous	Negativ
suppress	Negativ
assassin	Negativ
paralyzed	Negativ
bait	Negativ
devilish	Negativ
nullification	Negativ
uproar	Negativ
costliness	Econ@
devoid	Negativ
snarl	Negativ
decay	Negativ
misinform	Negativ
utterance	Negativ
heedless	Negativ
rebuke	Negativ
tear	Negativ
weariness	Negativ
smuggle	Negativ
alienate	Negativ
gaudy	Negativ
veto	Negativ
confiscate	Negativ
raid	Negativ
abolish	Negativ
coercive	Negativ
pound	Negativ
toil	Negativ
flagrant	Negativ
shortsighted	Negativ
illiterate	Negativ
unreasonable	Negativ
prison	Legal
upheaval	Negativ
temporarily	Negativ
skirmish	Negativ
bravado	Negativ
rebellious	Polit@
perplex	Negativ
abscond	Negativ
untimely	Negativ
torment	Negativ
ineffective	Negativ
reproach	Negativ
competitor	Negativ
immovable	Negativ
daunting	Negativ
outbreak	Negativ
leak	Negativ
horrify	Negativ
disagreement	Negativ
incurable	Negativ
oblique	Negativ
enslave	Polit@
pessimistic	Negativ
blah	Negativ
worrier	Negativ
distortion	Negativ
uneven	Negativ
box	Exprsv
secede	Polit@
brittle	Negativ
squander	Econ@
lapse	Negativ
droop	Negativ
taint	Negativ
undone	Negativ
hedge	Negativ
shred	Negativ
skulk	Negativ
chide	Negativ
pitiless	Negativ
resent	Negativ
decrease	Negativ
weaken	Negativ
vanish	Negativ
scold	Negativ
chore	Negativ
languish	Negativ
erosion	Negativ
diabolical	Negativ
offend	Negativ
excommunication	Legal
partition	Negativ
theft	Legal
wickedness	Negativ
strangle	Negativ
allege	Negativ
bum	Econ@
sleazy	Negativ
austere	Negativ
mutter	Negativ
mediocre	Negativ
compulsion	Negativ
inundate	Negativ
belt	Negativ
devil	Relig
mock	Negativ
scorch	Negativ
grab	Negativ
displease	Negativ
breakdown	Negativ
brag	Negativ
shrew	Negativ
addict	Negativ
sabotage	Negativ
trudge	Negativ
mumble	Negativ
revolt	Polit@
insufficiency	Negativ
feudal	Polit@
unarm	Negativ
defy	Negativ
drop	Negativ
cave	Negativ
hazy	Negativ
exaggeration	Negativ
asunder	Negativ
fire	Econ@
undo	Negativ
sneer	Negativ
plaintiff	Legal
thud	Negativ
blatant	Negativ
tempest	Negativ
exploit	Negativ
fatalistic	Negativ
slight	Negativ
disingenuous	Negativ
wily	Negativ
threaten	Negativ
quit	Negativ
unforeseen	Negativ
sedentary	Negativ
pathetic	Negativ
frigid	Negativ
servitude	Negativ
famished	Negativ
wee	Negativ
stark	Negativ
overturn	Legal
imprisonment	Legal
vexation	Negativ
forbid	Negativ
floor	Negativ
prod	Negativ
entanglement	Polit@
kill	Negativ
unruly	Negativ
explode	Negativ
rid	Negativ
banish	Polit@
warfare	Milit
thwart	Negativ
bail	Negativ
eccentricity	Negativ
eradicate	Negativ
harassment	Negativ
bombard	Negativ
curt	Negativ
uninformed	Negativ
revolution	Polit@
epidemic	Negativ
persecution	Negativ
nebulous	Negativ
dictatorial	Polit@
ruthlessness	Negativ
straggler	Negativ
lower	Negativ
diversion	Negativ
frown	Negativ
incompetent	Negativ
inequality	Negativ
liability	Negativ
misunderstood	Negativ
manipulate	Negativ
fallout	Negativ
bombardment	Negativ
omission	Negativ
haphazard	Negativ
misunderstand	Negativ
tardy	Negativ
shell	Milit
deplore	Negativ
misinformed	Negativ
relapse	Negativ
seethe	Negativ
bereave	Negativ
scrutinize	Negativ
revoke	Negativ
fall	Negativ
anomaly	Negativ
bungle	Negativ
junk	Negativ
passe	Negativ
abate	Negativ
devious	Negativ
impasse	Negativ
humiliate	Negativ
aggressor	Negativ
sneak	Negativ
obscure	Negativ
regardless	Negativ
annoy	Negativ
defendant	Negativ
retire	Negativ
massacre	Negativ
evasion	Negativ
grumble	Negativ
flee	Negativ
censor	Negativ
subtract	Negativ
deluge	Negativ
entreat	Negativ
discredit	Negativ
mistaken	Negativ
anarchist	Polit@
frantically	Negativ
cataclysm	Negativ
repulse	Negativ
coerce	Negativ
mockery	Negativ
savage	Negativ
debatable	Negativ
deride	Negativ
err	Negativ
haziness	Negativ
hackney	Negativ
constrain	Negativ
siege	Polit@
trap	Negativ
indeterminable	Negativ
allegation	Legal
overwhelming	Negativ
thorny	Negativ
deplete	Negativ
eccentric	Negativ
autocratic	Polit@
rumor	Negativ
close	Negativ
lie	Negativ
submissive	Negativ
unsteady	Negativ
unguarded	Negativ
smack	Negativ
censure	Negativ
evict	Legal
babble	Negativ
inflame	Negativ
decompose	Negativ
dawdle	Negativ
dungeon	Negativ
disproportionate	Negativ
hunger	Negativ
revenge	Negativ
daze	Negativ
distract	Negativ
shroud	Negativ
stain	Negativ
clog	Negativ
shallow	Negativ
inconvenient	Negativ
jumpy	Negativ
withhold	Negativ
divide	Negativ
spank	Negativ
quarrelsome	Negativ
murky	Negativ
displace	Negativ
meddle	Negativ
gun	Milit
slime	Negativ
robbery	Legal
dumb	Negativ
criminal	Legal
damn	Negativ
banishment	Polit@
outsider	Negativ
powerless	Negativ
muddy	Negativ
outlaw	Legal
gruff	Negativ
leakage	Negativ
forfeit	Negativ
show	Exprsv
demean	Negativ
insolent	Negativ
nag	Negativ
jeopardize	Negativ
disavow	Negativ
thrash	Negativ
scar	Negativ
dull	Negativ
blow	Negativ
deceptive	Negativ
sag	Negativ
contend	Negativ
raise	Econ@
uprising	Negativ
bastard	Negativ
growl	Negativ
captive	Negativ
compete	Negativ
yawn	Negativ
deviate	Negativ
hoard	Negativ
expel	Negativ
extermination	Negativ
overpower	Negativ
impose	Negativ
split	Negativ
infection	Negativ
impair	Negativ
lull	Negativ
shyness	Negativ
exhaust	Negativ
forbidden	Negativ
fraudulent	Negativ
oust	Negativ
agitate	Negativ
inflict	Negativ
rigor	Negativ
swear	Negativ
against	Negativ
nonchalant	Negativ
shun	Negativ
suspend	Negativ
ax	Legal
beggar	Econ@
murderous	Negativ
unprofitable	Econ@
exclusion	Negativ
whine	Negativ
demoralize	Negativ
needle	Negativ
evade	Negativ
traitor	Negativ
beseech	Negativ
trespass	Negativ
foe	Negativ
iron	Polit@
disable	Negativ
thirsty	Negativ
criticize	Negativ
behead	Negativ
menial	Negativ
glare	Negativ
repudiate	Negativ
fiend	Negativ
critic	Exprsv
poisonous	Negativ
renunciation	Negativ
trample	Negativ
neutralize	Negativ
lame	Negativ
pessimism	Negativ
exasperate	Negativ
queen	Polit@
ideology	Polit@
election	Polit@
representative	Polit@
kingdom	Polit@
empire	Polit@
municipality	Polit@
palace	Polit@
governmental	Polit@
communism	Econ@
conference	Polit@
sovereignty	Polit@
senate	Polit@
party	Exprsv
politics	Polit@
king	Polit@
white	Econ@
ship	Polit@
prince	Polit@
royalty	Polit@
legislative	Legal
minutemen	Milit
precinct	Polit@
sovereign	Polit@
imperial	Polit@
platform	Polit@
armistice	Milit
league	Polit@
commissioner	Polit@
state	Polit@
border	Polit@
county	Polit@
diplomacy	Polit@
politician	Polit@
census	Polit@
commonwealth	Polit@
ruler	Polit@
frontier	Polit@
coalition	Polit@
international	Polit@
ministry	Polit@
tribe	Polit@
chancellor	Polit@
utopian	Polit@
campaign	Polit@
federation	Polit@
poll	Polit@
congressmen	Polit@
vote	Polit@
congressional	Polit@
constitutional	Polit@
tactic	Polit@
democratic	Polit@
legislator	Legal
debate	Polit@
convention	Polit@
federal	Polit@
senator	Polit@
settlement	Polit@
parliament	Polit@
junta	Legal
political	Polit@
tribal	Polit@
establishment	Econ@
mayor	Polit@
statesman	Polit@
left	Polit@
corps	Milit
imperialist	Polit@
union	Econ@
voter	Polit@
socialism	Polit@
lord	Polit@
campaigner	Polit@
labor	Econ@
republican	Polit@
utopia	Polit@
secretary	Econ@
exchange	Econ@
victory	Polit@
court	Legal
president	Polit@
confederate	Polit@
delegation	Polit@
dictator	Polit@
rule	Legal
surrender	Milit
government	Polit@
interstate	Polit@
presidency	Polit@
petition	Polit@
crown	Polit@
regime	Polit@
statesmen	Polit@
ballot	Polit@
table	Polit@
colonial	Polit@
governor	Polit@
demonstration	Polit@
tory	Polit@
administration	Polit@
capitalism	Econ@
bill	Econ@
capitol	Polit@
dictatorship	Polit@
emperor	Polit@
national	Polit@
democrat	Polit@
minority	Polit@
municipal	Polit@
amendment	Legal
ambassador	Polit@
spokesman	Polit@
reds	Polit@
presidential	Polit@
royal	Polit@
constitution	Polit@
liberation	Polit@
jurisdiction	Legal
elite	Polit@
diplomatic	Polit@
govern	Polit@
villager	Polit@
elect	Polit@
nation	Polit@
partisan	Polit@
country	Polit@
body	Polit@
draft	Milit
metropolis	Polit@
socialist	Polit@
legislation	Legal
flag	Polit@
nomination	Polit@
revolutionary	Polit@
conservatism	Polit@
republic	Polit@
delegate	Polit@
legion	Milit
congress	Polit@
communist	Econ@
society	Polit@
embassy	Polit@
metropolitan	Polit@
primary	Polit@
congressman	Polit@
house	Polit@
candidate	Polit@
citizen	Polit@
cabinet	Polit@
conservative	Polit@
province	Polit@
social	Econ@
magic	Relig
orthodox	Relig
congregational	Relig
ecumenical	Relig
ghost	Relig
parish	Relig
god	Relig
cult	Relig
reverend	Relig
easter	Relig
gospel	Relig
preach	Relig
stoicism	Relig
metaphysics	Relig
theology	Relig
seminary	Academ
seeker	Relig
soul	Relig
eternal	Relig
catholic	Relig
goddess	Relig
pope	Relig
theological	Relig
bishop	Relig
christ	Relig
sermon	Relig
testament	Legal
biblical	Relig
clergyman	Relig
zen	Relig
pray	Relig
religion	Relig
fate	Relig
bible	Relig
rector	Relig
christmas	Relig
hymn	Relig
christian	Relig
christianity	Relig
denominational	Relig
metaphysical	Relig
crucifix	Relig
worship	Relig
chapel	Relig
believer	Relig
pastor	Relig
congregation	Relig
myth	Relig
pilgrimage	Relig
preacher	Relig
missionary	Relig
convert	Relig
prayer	Relig
priest	Relig
witch	Relig
church	Relig
cathedral	Relig
attorney	Legal
warrant	Legal
statute	Legal
juror	Legal
constable	Legal
entitle	Legal
policemen	Legal
certify	Legal
registration	Legal
auditor	Econ@
issue	Legal
private	Milit
sheriff	Legal
certification	Legal
advocate	Legal
patent	Legal
stipulation	Legal
hear	Legal
judicial	Legal
litigation	Legal
lawyer	Legal
witness	Legal
case	Legal
apply	Legal
authorize	Legal
evidence	Legal
police	Legal
posse	Legal
detective	Legal
title	Legal
litigant	Legal
jury	Legal
summon	Legal
contract	Econ@
cop	Legal
proprietor	Econ@
stipulate	Legal
deposition	Legal
agent	Legal
statutory	Legal
owner	Legal
ordinance	Legal
sanction	Legal
oath	Legal
proceed	Econ@
judgment	Legal
testimony	Legal
probation	Legal
license	Legal
officiate	Legal
certificate	Legal
judge	Legal
official	Legal
enforcement	Legal
solicitor	Legal
testify	Legal
trial	Legal
marshall	Legal
verdict	Legal
policeman	Legal
arrow	Milit
colonel	Milit
weapon	Milit
submarine	Milit
coup	Milit
soldier	Milit
veteran	Milit
rocket	Milit
military	Milit
marcher	Milit
pistol	Milit
regiment	Milit
naval	Milit
recruit	Milit
sergeant	Milit
troop	Milit
fleet	Milit
militia	Milit
navy	Milit
corporal	Milit
guard	Milit
general	Milit
grenade	Milit
patrol	Milit
cavalry	Milit
stronghold	Milit
munition	Milit
rifle	Milit
castle	Milit
missile	Milit
blockade	Milit
army	Milit
armed	Milit
destroyer	Milit
ammunition	Milit
infantry	Milit
fort	Milit
tnt	Milit
trigger	Milit
march	Milit
lieutenant	Milit
parade	Milit
sword	Milit
warrior	Milit
air	Milit
arm	Milit
pentagon	Milit
commander	Milit
guitar	Exprsv
figure	Exprsv
catcher	Exprsv
assignment	Exprsv
symphonic	Exprsv
perform	Exprsv
opera	Exprsv
hop	Exprsv
conductor	Exprsv
football	Exprsv
music	Exprsv
field	Exprsv
sculpture	Exprsv
sung	Exprsv
bowl	Exprsv
star	Exprsv
whistle	Exprsv
story	Exprsv
symbol	Exprsv
poetry	Exprsv
baseball	Exprsv
prose	Exprsv
artistic	Exprsv
fashion	Exprsv
musician	Exprsv
picture	Exprsv
tale	Exprsv
play	Exprsv
player	Exprsv
marksman	Exprsv
roll	Exprsv
speech	Exprsv
draw	Exprsv
piano	Exprsv
performance	Exprsv
anecdote	Exprsv
performer	Exprsv
gymnast	Exprsv
racer	Exprsv
image	Exprsv
theater	Exprsv
concert	Exprsv
studio	Exprsv
paint	Exprsv
sang	Exprsv
streamer	Exprsv
runner	Exprsv
essay	Academ
drama	Exprsv
poet	Exprsv
spectator	Exprsv
imagine	Exprsv
orchestra	Exprsv
imaginable	Exprsv
write	Exprsv
joker	Exprsv
creator	Exprsv
row	Exprsv
sketch	Exprsv
match	Exprsv
singer	Exprsv
pace	Exprsv
poem	Exprsv
bandstand	Exprsv
satire	Exprsv
swam	Exprsv
camp	Exprsv
walker	Exprsv
drum	Exprsv
giant	Exprsv
pool	Exprsv
gallery	Exprsv
wave	Exprsv
dancer	Exprsv
song	Exprsv
trumpet	Exprsv
vacation	Exprsv
stage	Exprsv
symbolism	Exprsv
traveler	Exprsv
bard	Exprsv
tourist	Econ@
verse	Exprsv
science	Academ
composer	Exprsv
tune	Exprsv
novelist	Exprsv
theatre	Exprsv
narrative	Exprsv
expression	Exprsv
dramatic	Exprsv
boxer	Exprsv
expressive	Exprsv
camera	Exprsv
legend	Exprsv
rock	Exprsv
maker	Exprsv
medal	Exprsv
architect	Exprsv
painter	Exprsv
swim	Exprsv
derby	Exprsv
architecture	Exprsv
invent	Exprsv
literature	Academ
swimmer	Exprsv
imaginary	Exprsv
artist	Exprsv
movie	Exprsv
verbal	Exprsv
quartet	Exprsv
stadium	Exprsv
record	Exprsv
fence	Exprsv
fiction	Exprsv
tennis	Exprsv
biography	Exprsv
literary	Academ
symphony	Exprsv
novel	Exprsv
keyboard	Exprsv
imagery	Exprsv
written	Exprsv
author	Exprsv
writer	Exprsv
hide	Exprsv
ornament	Exprsv
portrait	Exprsv
musical	Exprsv
orator	Exprsv
aesthetic	Exprsv
jazz	Exprsv
actor	Exprsv
bridge	Exprsv
express	Exprsv
violin	Exprsv
saga	Exprsv
ski	Exprsv
sing	Exprsv
gymnastic	Exprsv
sail	Exprsv
bat	Exprsv
property	Econ@
debt	Econ@
port	Econ@
incorporate	Econ@
mill	Econ@
hire	Econ@
trade	Econ@
gardener	Econ@
payment	Econ@
mechanic	Econ@
copper	Econ@
toll	Econ@
sponsor	Econ@
miner	Econ@
client	Econ@
technology	Econ@
laboratory	Academ
teamster	Econ@
currency	Econ@
pasture	Econ@
distributor	Econ@
barn	Econ@
investment	Econ@
expenditure	Econ@
career	Econ@
cannery	Econ@
plumber	Econ@
gross	Econ@
cafe	Econ@
motel	Econ@
plow	Econ@
agency	Econ@
miller	Econ@
ticket	Econ@
belong	Econ@
consultant	Econ@
grower	Econ@
personnel	Econ@
repaid	Econ@
seaman	Econ@
custom	Econ@
designer	Econ@
producer	Econ@
fish	Econ@
employee	Econ@
grant	Econ@
job	Econ@
servant	Econ@
factory	Econ@
store	Econ@
fund	Econ@
salesmen	Econ@
dentist	Econ@
invest	Econ@
operator	Econ@
supplier	Econ@
dealer	Econ@
merchant	Econ@
barber	Econ@
manager	Econ@
slave	Econ@
butcher	Econ@
tailor	Econ@
maid	Econ@
fiscal	Econ@
profession	Econ@
room	Econ@
vocational	Econ@
syndicate	Econ@
zinc	Econ@
price	Econ@
harvest	Econ@
peasant	Econ@
technological	Econ@
baker	Econ@
hanger	Econ@
lent	Econ@
employer	Econ@
landlord	Econ@
specialist	Econ@
fee	Econ@
financial	Econ@
wholesale	Econ@
flyer	Econ@
salesman	Econ@
economics	Academ
rental	Econ@
livestock	Econ@
merchandise	Econ@
slavery	Econ@
afford	Econ@
waiter	Econ@
estimate	Econ@
ranch	Econ@
publish	Econ@
consume	Econ@
managerial	Econ@
utility	Econ@
metal	Econ@
cash	Econ@
taxation	Econ@
harbor	Econ@
hotel	Econ@
occupation	Econ@
insurance	Econ@
payroll	Econ@
oil	Econ@
boss	Econ@
manufacture	Econ@
bet	Econ@
monopoly	Econ@
purchase	Econ@
exchequer	Econ@
charter	Econ@
check	Econ@
valuation	Econ@
product	Econ@
plant	Econ@
earn	Econ@
finance	Econ@
employment	Econ@
aluminum	Econ@
tobacco	Econ@
expend	Econ@
undertaker	Econ@
uranium	Econ@
agricultural	Econ@
sale	Econ@
executive	Econ@
auction	Econ@
repay	Econ@
management	Econ@
taxable	Econ@
freight	Econ@
farmer	Econ@
bank	Econ@
borrow	Econ@
office	Econ@
professional	Econ@
treasurer	Econ@
pilot	Econ@
industry	Econ@
loan	Econ@
ledger	Econ@
refund	Econ@
worker	Econ@
mortgage	Econ@
foundation	Econ@
businessmen	Econ@
shipment	Econ@
commodity	Econ@
taxpayer	Econ@
coachman	Econ@
reporter	Econ@
nickel	Econ@
planer	Econ@
restaurant	Econ@
budget	Econ@
economy	Econ@
commercial	Econ@
manufacturer	Econ@
newspaperman	Econ@
commerce	Econ@
agriculture	Econ@
trader	Econ@
bid	Econ@
farm	Econ@
workshop	Econ@
craft	Econ@
industrial	Econ@
firm	Econ@
teller	Econ@
planner	Econ@
carpenter	Econ@
possession	Econ@
engineer	Econ@
rancher	Econ@
porter	Econ@
employ	Econ@
income	Econ@
boatswain	Econ@
import	Econ@
cent	Econ@
roofer	Econ@
revenue	Econ@
businessman	Econ@
post	Econ@
technician	Econ@
bought	Econ@
economic	Econ@
journalist	Econ@
livelihood	Econ@
wage	Econ@
goods	Econ@
technical	Econ@
market	Econ@
editor	Econ@
coin	Econ@
business	Econ@
cheat	Econ@
seamen	Econ@
corp	Econ@
plantation	Econ@
promote	Econ@
consumer	Econ@
produce	Econ@
clerk	Econ@
dollar	Econ@
controller	Econ@
newsmen	Econ@
sell	Econ@
lend	Econ@
builder	Econ@
cheque	Econ@
lab	Academ
slum	Econ@
user	Econ@
cook	Econ@
money	Econ@
doctor	Econ@
collective	Econ@
salesmanship	Econ@
surgeon	Econ@
win	Econ@
enrollment	Econ@
output	Econ@
bookkeeping	Econ@
pension	Econ@
overseer	Econ@
department	Econ@
payer	Econ@
planter	Econ@
inventory	Econ@
corporation	Econ@
fare	Econ@
ranger	Econ@
yield	Econ@
banker	Econ@
ownership	Econ@
salary	Econ@
treasury	Econ@
walk	Econ@
insure	Econ@
rent	Econ@
janitor	Econ@
broker	Econ@
investor	Econ@
shop	Econ@
monetary	Econ@
seller	Econ@
promotion	Econ@
guild	Econ@
retail	Econ@
laborer	Econ@
account	Econ@
discount	Econ@
occupational	Econ@
earner	Econ@
enterprise	Econ@
subscriber	Econ@
sweep	Econ@
customer	Econ@
consumption	Econ@
mineral	Econ@
boarder	Econ@
sold	Econ@
brand	Econ@
tractor	Econ@
philosophical	Academ
college	Academ
grade	Academ
schoolroom	Academ
freshmen	Academ
statistics	Academ
student	Academ
classroom	Academ
graduate	Academ
campus	Academ
historical	Academ
freshman	Academ
questionnaire	Academ
platonism	Academ
scientific	Academ
library	Academ
literalness	Academ
dean	Academ
history	Academ
form	Academ
museum	Academ
examiner	Academ
philosophic	Academ
examination	Academ
semester	Academ
junior	Academ
letter	Academ
pupil	Academ
instructor	Academ
theoretical	Academ
teach	Academ
psychological	Academ
lesson	Academ
nutrition	Academ
word	Academ
proctor	Academ
read	Academ
english	Academ
scholarship	Academ
taught	Academ
physician	Academ
faculty	Academ
scholar	Academ
astronomy	Academ
experiment	Academ
school	Academ
examine	Academ
teacher	Academ
scientist	Academ
psychiatrist	Academ
math	Academ
professor	Academ
sociology	Academ
discourse	Academ
senior	Academ
academy	Academ
instruction	Academ
geometry	Academ
historian	Academ
coach	Academ
university	Academ
counselor	Academ
theory	Academ
philosopher	Academ
physicist	Academ
matriculate	Academ
biological	Academ
exam	Academ
instruct	Academ
research	Academ
grind	Academ
institute	Academ
high	Academ
course	Academ
educate	Academ
chemistry	Academ
degree	Academ
statistical	Academ
typography	Academ
thinker	Academ
grammar	Academ
physics	Academ
academic	Academ
dr	Academ
lecture	Academ
undergraduate	Academ
pta	Academ
linguist	Academ
mathematical	Academ
sociological	Academ
historic	Academ
experimental	Academ
clinical	Academ
psychologist	Academ
test	Academ
text	Academ
mathematics	Academ
scholastic	Academ
